Weight;Source;Target;Type
24;из;рабочий;Undirected
24;из;скорость;Undirected
24;купить;проездной;Undirected
24;купить;сделать;Undirected
24;литр;рубль;Undirected
24;мало;много;Undirected
24;мальчик;минута;Undirected
24;мастер;работа;Undirected
24;месяц;проездной;Undirected
24;минута;при;Undirected
24;минута;расстояние;Undirected
24;мотоциклист;час;Undirected
24;на;проездной;Undirected
24;на;ч;Undirected
24;наполнять;третий;Undirected
24;наполняться;час;Undirected
24;насос;третий;Undirected
24;один;он;Undirected
24;одинаковый;скорость;Undirected
24;он;рабочий;Undirected
24;ответ;секунда;Undirected
24;первый;через;Undirected
24;печатать;страница;Undirected
24;пешеход;проходить;Undirected
24;поезд;ч;Undirected
24;проездной;сделать;Undirected
24;проехать;средний;Undirected
24;работа;расходовать;Undirected
24;рабочий;такой;Undirected
24;река;течение;Undirected
24;свой;сколько;Undirected
24;секунда;этот;Undirected
24;сколько;то;Undirected
24;скорость;тот;Undirected
24;час;это;Undirected
23;а;же;Undirected
23;а;мастер;Undirected
23;а;рабочий;Undirected
23;а;ученик;Undirected
23;бассейн;сколько;Undirected
23;билет;и;Undirected
23;билл;гений;Undirected
23;быстро;много;Undirected
23;быть;первый;Undirected
23;в;как;Undirected
23;в;равный;Undirected
23;в;составлять;Undirected
23;в;среднее;Undirected
23;велосипедист;он;Undirected
23;велосипедист;расстояние;Undirected
23;весь;какой;Undirected
23;вода;литр;Undirected
23;гейтс;гений;Undirected
23;день;деталь;Undirected
23;день;задание;Undirected
23;день;прочитывать;Undirected
23;деталь;если;Undirected
23;деталь;и;Undirected
23;деталь;мастер;Undirected
23;до;он;Undirected
23;до;расстояние;Undirected
23;дом;минута;Undirected
23;если;секунда;Undirected
23;за;ли;Undirected
23;за;маляр;Undirected
23;за;мастерская;Undirected
23;за;мимо;Undirected
23;за;мощность;Undirected
23;за;напечатать;Undirected
23;за;после;Undirected
23;за;среднее;Undirected
23;за;стоимость;Undirected
23;за;сшивать;Undirected
23;за;часовой;Undirected
23;задача;час;Undirected
23;задача;этот;Undirected
23;и;купить;Undirected
23;и;мастер;Undirected
23;и;наполнять;Undirected
23;и;она;Undirected
23;и;рабочий;Undirected
23;из;первый;Undirected
23;к;минута;Undirected
23;какой;мочь;Undirected
23;какой;этот;Undirected
23;катер;км;Undirected
23;км;между;Undirected
23;км;теплоход;Undirected
23;км;течение;Undirected
23;м;час;Undirected
23;мало;сколько;Undirected
23;минута;минутный;Undirected
23;минута;не;Undirected
23;минута;через;Undirected
23;мотоциклист;проехать;Undirected
23;мочь;поле;Undirected
23;на;ночь;Undirected
23;на;она;Undirected
23;на;расстояние;Undirected
23;на;тест;Undirected
23;на;это;Undirected
23;наполняться;через;Undirected
23;некоторый;час;Undirected
23;один;чем;Undirected
23;один;что;Undirected
23;один;этот;Undirected
23;он;со;Undirected
23;пробежать;скорость;Undirected
23;проезжать;секунда;Undirected
23;проезжать;скорость;Undirected
23;проехать;с;Undirected
23;раз;час;Undirected
23;рубль;составлять;Undirected
23;стрелка;часовой;Undirected
23;тест;час;Undirected
22;а;ночь;Undirected
22;а;улитка;Undirected
22;аня;билет;Undirected
22;аня;купить;Undirected
22;аня;месяц;Undirected
22;аня;на;Undirected
22;аня;проездной;Undirected
22;аня;сделать;Undirected
22;бассейн;через;Undirected
22;билет;поездка;Undirected
22;в;между;Undirected
22;в;решать;Undirected
22;вверх;дерево;Undirected
22;вверх;м;Undirected
22;вместе;этот;Undirected
22;время;какой;Undirected
22;время;минута;Undirected
22;второй;из;Undirected
22;выкапывать;час;Undirected
22;давать;на;Undirected
22;два;он;Undirected
22;двигаться;минута;Undirected
22;двигаться;с;Undirected
22;день;израсходовать;Undirected
22;день;ночь;Undirected
22;день;она;Undirected
22;день;страница;Undirected
22;дерево;м;Undirected
22;дерево;на;Undirected
22;дерево;по;Undirected
22;дерево;улитка;Undirected
22;деталь;мало;Undirected
22;дом;от;Undirected
22;если;не;Undirected
22;же;проходить;Undirected
22;за;землекоп;Undirected
22;за;маша;Undirected
22;за;отвечать;Undirected
22;за;пункт;Undirected
22;за;трактор;Undirected
22;за;чтобы;Undirected
22;и;проездной;Undirected
22;какой;минутный;Undirected
22;катер;течение;Undirected
22;километр;км;Undirected
22;км;что;Undirected
22;купить;поездка;Undirected
22;машинистка;час;Undirected
22;месяц;цена;Undirected
22;метр;проезжать;Undirected
22;минута;три;Undirected
22;минутный;описывать;Undirected
22;минутный;угол;Undirected
22;мочь;на;Undirected
22;на;такой;Undirected
22;на;то;Undirected
22;насос;час;Undirected
22;находить;ч;Undirected
22;ночь;улитка;Undirected
22;один;определять;Undirected
22;один;то;Undirected
22;он;работа;Undirected
22;определять;что;Undirected
22;отвечать;тест;Undirected
22;отвечать;час;Undirected
22;пешеход;скорость;Undirected
22;поездка;проездной;Undirected
22;поездка;сделать;Undirected
22;потратить;этот;Undirected
22;проезжать;ч;Undirected
22;прочитывать;страница;Undirected
22;путь;со;Undirected
22;работа;ученик;Undirected
22;расстояние;ч;Undirected
22;сколько;третий;Undirected
21;а;вместе;Undirected
21;а;заказ;Undirected
21;а;они;Undirected
21;а;проехать;Undirected
21;аня;и;Undirected
21;бассейн;и;Undirected
21;бригада;второй;Undirected
21;быстро;два;Undirected
21;быстро;заказ;Undirected
21;быстро;известно;Undirected
21;быть;должный;Undirected
21;быть;из;Undirected
21;быть;что;Undirected
21;в;каждый;Undirected
21;велосипедист;скорость;Undirected
21;весь;известно;Undirected
21;вы;за;Undirected
21;выполнять;некоторый;Undirected
21;выполнять;отвечать;Undirected
21;выполнять;тест;Undirected
21;выполнять;ученик;Undirected
21;выпускать;день;Undirected
